date, pm25
2020-01-19,61
2020-01-20,72
2020-01-21,55
2020-01-22,74
2020-01-23,97
2020-01-24,117
2020-01-25,147
2020-01-26,124
2020-01-27,124
2020-01-28,132
2020-01-29,107
2020-01-30,34
2020-01-31,57
2020-02-01,82
2019-10-02,68
2019-10-03,53
2019-10-04,65
2019-10-05,70
2019-10-06,70
2019-10-07,91
2019-10-08,63
2019-10-09,70
2019-10-10,87
2019-10-11,80
2019-10-12,74
2019-10-13,78
2019-10-14,87
2019-10-15,104
2019-10-16,61
2019-10-17,25
2019-10-18,38
2019-10-19,72
2019-10-20,59
2019-10-21,46
2019-10-22,42
2019-10-23,25
2019-10-24,38
2019-10-25,13
2019-10-26,17
2019-10-27,30
2019-10-28,34
2019-10-29,61
2019-10-30,87
2019-10-31,95
2019-11-01,55
2019-11-02,63
2019-11-03,87
2019-11-04,63
2019-11-05,50
2019-11-06,50
2019-11-07,68
2019-11-08,65
2019-11-09,53
2019-11-10,59
2019-11-11,72
2019-11-12,61
2019-11-13,42
2019-11-14,55
2019-11-15,53
2019-11-16,34
2019-11-17,59
2019-11-18,25
2019-11-19,34
2019-11-20,17
2019-11-22,57
2019-11-23,21
2019-11-24,9
2019-11-25,17
2019-11-26,17
2019-11-27,42
2019-11-28,50
2019-11-29,68
2019-11-30,61
2019-12-01,59
2019-12-02,50
2019-12-03,50
2019-12-04,63
2019-12-05,70
2019-12-06,74
2019-12-07,99
2019-12-08,104
2019-12-09,82
2019-12-10,78
2019-12-11,55
2019-12-12,76
2019-12-13,97
2019-12-14,91
2019-12-15,63
2019-12-16,99
2019-12-17,151
2019-12-18,76
2019-12-19,76
2019-12-20,42
2019-12-21,34
2019-12-22,46
2019-12-23,13
2019-12-24,17
2019-12-25,34
2019-12-26,17
2019-12-27,68
2019-07-02,57
2019-07-03,34
2019-07-04,42
2019-07-05,46
2019-07-06,53
2019-07-07,57
2019-07-08,50
2019-07-09,42
2019-07-10,42
2019-07-11,50
2019-07-12,63
2019-07-13,59
2019-07-14,38
2019-07-15,38
2019-07-16,25
2019-07-17,34
2019-07-18,59
2019-07-19,76
2019-07-20,104
2019-07-21,95
2019-07-22,142
2019-07-23,149
2019-07-24,17
2019-07-25,87
2019-07-26,72
2019-07-27,80
2019-07-28,21
2019-07-29,21
2019-07-30,30
2019-07-31,50
2019-08-01,61
2019-08-02,63
2019-08-03,38
2019-08-04,59
2019-08-05,65
2019-08-06,50
2019-08-07,65
2019-08-08,65
2019-08-09,46
2019-08-10,59
2019-08-11,61
2019-08-12,57
2019-08-13,46
2019-08-14,13
2019-08-15,25
2019-08-16,42
2019-08-17,57
2019-08-18,46
2019-08-19,57
2019-08-20,61
2019-08-21,53
2019-08-22,38
2019-09-18,147
2019-09-19,91
2019-09-20,55
2019-09-21,42
2019-09-22,57
2019-09-23,63
2019-09-25,30
2019-09-26,53
2019-09-27,76
2019-09-28,107
2019-09-29,74
2019-09-30,70
2019-10-01,63
2019-04-02,73
2019-04-03,87
2019-04-04,63
2019-04-05,25
2019-04-06,38
2019-04-07,57
2019-04-08,30
2019-04-09,21
2019-04-10,34
2019-04-11,38
2019-04-12,30
2019-04-13,21
2019-04-14,70
2019-04-15,53
2019-04-16,30
2019-04-17,46
2019-04-18,61
2019-04-19,76
2019-04-20,63
2019-04-21,55
2019-04-22,42
2019-04-23,46
2019-04-24,17
2019-04-25,21
2019-04-26,34
2019-04-27,34
2019-04-28,21
2019-04-29,17
2019-04-30,25
2019-05-01,25
2019-05-02,34
2019-05-03,42
2019-05-04,42
2019-05-05,21
2019-05-06,21
2019-05-07,25
2019-05-08,34
2019-05-09,55
2019-05-10,42
2019-05-11,30
2019-05-12,46
2019-05-13,21
2019-05-14,21
2019-05-15,34
2019-05-16,30
2019-05-17,46
2019-05-18,57
2019-05-19,17
2019-05-20,17
2019-05-21,21
2019-05-22,25
2019-05-23,30
2019-05-24,34
2019-05-25,34
2019-05-26,34
2019-05-27,21
2019-05-28,25
2019-05-29,30
2019-05-30,21
2019-05-31,25
2019-06-01,55
2019-06-02,53
2019-06-03,50
2019-06-04,61
2019-06-05,46
2019-06-06,53
2019-06-07,57
2019-06-08,57
2019-06-09,55
2019-06-10,53
2019-06-11,61
2019-06-12,53
2019-06-13,57
2019-06-14,42
2019-06-15,50
2019-06-16,61
2019-06-17,38
2019-06-18,42
2019-06-19,50
2019-06-20,55
2019-06-21,53
2019-06-22,53
2019-06-23,38
2019-06-24,42
2019-06-28,61
2019-06-29,53
2019-06-30,63
2019-07-01,65
2019-01-02,122
2019-01-03,63
2019-01-04,42
2019-01-05,53
2019-01-06,55
2019-01-07,30
2019-01-08,42
2019-01-09,78
2019-01-10,42
2019-01-11,25
2019-01-12,34
2019-01-13,53
2019-01-14,38
2019-01-15,30
2019-01-16,38
2019-01-17,55
2019-01-18,63
2019-01-19,42
2019-01-20,70
2019-01-21,91
2019-01-22,63
2019-01-23,61
2019-01-24,99
2019-01-25,50
2019-01-26,38
2019-01-27,59
2019-01-28,122
2019-01-29,57
2019-01-30,30
2019-01-31,89
2019-02-01,91
2019-02-02,61
2019-02-03,63
2019-02-04,38
2019-02-05,46
2019-02-06,61
2019-02-07,50
2019-02-08,55
2019-02-09,46
2019-02-10,70
2019-02-11,93
2019-02-12,42
2019-02-13,38
2019-02-14,70
2019-02-15,59
2019-02-16,68
2019-02-17,82
2019-02-18,57
2019-02-19,59
2019-02-20,70
2019-02-21,72
2019-02-22,76
2019-02-23,38
2019-02-24,89
2019-02-25,70
2019-02-26,72
2019-02-27,63
2019-02-28,46
2019-03-01,76
2019-03-02,38
2019-03-03,34
2019-03-04,46
2019-03-05,72
2019-03-06,34
2019-03-07,61
2019-03-08,78
2019-03-09,38
2019-03-10,63
2019-03-11,57
2019-03-12,42
2019-03-13,34
2019-03-14,42
2019-03-15,42
2019-03-18,53
2019-03-19,97
2019-03-20,70
2019-03-21,82
2019-03-22,119
2019-03-23,57
2019-03-24,63
2019-03-25,46
2019-03-26,53
2019-03-27,38
2019-03-28,50
2019-03-29,68
2019-03-30,68
2019-03-31,61
2019-04-01,59
2018-10-02,42
2018-10-03,21
2018-10-04,38
2018-10-05,61
2018-10-06,74
2018-10-07,50
2018-10-08,30
2018-10-09,34
2018-10-10,55
2018-10-11,102
2018-10-12,59
2018-10-13,25
2018-10-14,38
2018-10-15,91
2018-10-16,93
2018-10-17,85
2018-10-18,50
2018-10-19,30
2018-10-20,38
2018-10-21,65
2018-10-22,78
2018-10-23,42
2018-10-24,50
2018-10-25,57
2018-10-26,53
2018-10-27,134
2018-10-28,117
2018-10-29,38
2018-10-30,21
2018-10-31,30
2018-11-01,21
2018-11-02,17
2018-11-03,17
2018-11-04,17
2018-11-05,34
2018-11-06,34
2018-11-07,25
2018-11-08,34
2018-11-09,50
2018-11-10,61
2018-11-11,59
2018-11-12,55
2018-11-13,61
2018-11-14,38
2018-11-15,53
2018-11-16,65
2018-11-17,65
2018-11-18,50
2018-11-19,57
2018-11-20,57
2018-11-21,61
2018-11-22,34
2018-11-23,38
2018-11-24,34
2018-11-25,30
2018-11-26,38
2018-11-27,21
2018-11-28,25
2018-11-29,30
2018-11-30,80
2018-12-01,127
2018-12-02,91
2018-12-03,61
2018-12-04,63
2018-12-05,42
2018-12-06,55
2018-12-07,87
2018-12-08,78
2018-12-09,42
2018-12-10,21
2018-12-11,30
2018-12-12,34
2018-12-13,63
2018-12-14,74
2018-12-15,78
2018-12-16,68
2018-12-17,114
2018-12-18,134
2018-12-19,59
2018-12-20,80
2018-12-21,63
2018-12-22,65
2018-12-23,38
2018-12-24,93
2018-12-25,57
2018-12-26,30
2018-12-27,74
2018-12-28,63
2018-12-29,61
2018-12-30,65
2018-12-31,30
2018-07-02,57
2018-07-03,65
2018-07-04,57
2018-07-05,42
2018-07-06,46
2018-07-07,25
2018-07-08,34
2018-07-09,46
2018-07-10,74
2018-07-11,65
2018-07-12,68
2018-07-13,70
2018-07-14,61
2018-07-15,63
2018-07-16,65
2018-07-17,50
2018-07-18,42
2018-07-19,50
2018-07-20,50
2018-07-21,55
2018-07-22,42
2018-07-23,25
2018-07-24,30
2018-07-25,50
2018-07-26,53
2018-07-27,34
2018-07-28,63
2018-07-29,57
2018-07-30,55
2018-07-31,59
2018-08-01,57
2018-08-02,57
2018-08-03,50
2018-08-04,59
2018-08-05,53
2018-08-06,53
2018-08-07,57
2018-08-08,53
2018-08-09,42
2018-08-10,42
2018-08-11,38
2018-08-12,38
2018-08-13,46
2018-08-14,46
2018-08-15,30
2018-08-16,34
2018-08-17,42
2018-08-18,46
2018-08-19,34
2018-08-20,50
2018-08-21,50
2018-08-22,55
2018-08-23,57
2018-08-24,53
2018-08-25,53
2018-08-26,65
2018-08-27,30
2018-08-28,38
2018-08-29,50
2018-08-30,55
2018-08-31,57
2018-09-01,25
2018-09-02,21
2018-09-03,25
2018-09-04,25
2018-09-05,38
2018-09-06,50
2018-09-08,13
2018-09-09,38
2018-09-11,59
2018-09-12,57
2018-09-13,72
2018-09-14,57
2018-09-15,55
2018-09-16,38
2018-09-17,70
2018-09-19,57
2018-09-20,50
2018-09-21,59
2018-09-22,61
2018-09-23,57
2018-09-24,50
2018-09-25,57
2018-09-26,34
2018-09-27,53
2018-09-28,63
2018-09-29,50
2018-09-30,59
2018-10-01,63
2018-04-02,17
2018-04-03,38
2018-04-04,59
2018-04-05,46
2018-04-06,53
2018-04-07,65
2018-04-08,107
2018-04-09,99
2018-04-10,25
2018-04-11,25
2018-04-12,34
2018-04-13,25
2018-04-14,34
2018-04-15,42
2018-04-16,30
2018-04-17,46
2018-04-18,57
2018-04-19,57
2018-04-20,61
2018-04-21,53
2018-04-22,46
2018-04-23,55
2018-04-24,68
2018-04-25,59
2018-04-26,63
2018-04-27,61
2018-04-28,74
2018-04-29,70
2018-04-30,65
2018-05-01,25
2018-05-02,30
2018-05-03,25
2018-05-04,34
2018-05-05,34
2018-05-06,34
2018-05-07,53
2018-05-08,38
2018-05-09,30
2018-05-10,34
2018-05-11,147
2018-05-12,34
2018-05-13,34
2018-05-14,38
2018-05-15,21
2018-05-16,38
2018-05-17,38
2018-05-18,42
2018-05-19,46
2018-05-20,46
2018-05-21,50
2018-05-22,38
2018-05-23,34
2018-05-24,42
2018-05-25,42
2018-05-26,46
2018-05-27,57
2018-05-28,50
2018-05-29,34
2018-05-30,42
2018-05-31,34
2018-06-01,42
2018-06-02,42
2018-06-03,30
2018-06-04,46
2018-06-05,30
2018-06-06,42
2018-06-07,46
2018-06-08,34
2018-06-09,9
2018-06-10,9
2018-06-11,42
2018-06-12,63
2018-06-13,55
2018-06-14,25
2018-06-15,30
2018-06-16,50
2018-06-17,63
2018-06-18,57
2018-06-19,42
2018-06-20,50
2018-06-21,55
2018-06-22,63
2018-06-23,55
2018-06-25,53
2018-06-26,50
2018-06-27,50
2018-06-28,55
2018-06-29,50
2018-06-30,46
2018-07-01,53
2018-01-02,91
2018-01-03,34
2018-01-04,46
2018-01-05,72
2018-01-06,87
2018-01-07,63
2018-01-08,34
2018-01-09,25
2018-01-10,30
2018-01-11,50
2018-01-12,46
2018-01-13,46
2018-01-14,78
2018-01-15,72
2018-01-16,95
2018-01-17,102
2018-01-18,61
2018-01-19,63
2018-01-20,61
2018-01-21,42
2018-01-22,61
2018-01-23,82
2018-01-24,102
2018-01-25,155
2018-01-26,153
2018-01-27,160
2018-01-28,34
2018-01-29,30
2018-01-30,59
2018-01-31,78
2018-02-01,119
2018-02-02,104
2018-02-03,85
2018-02-04,80
2018-02-05,63
2018-02-09,50
2018-02-10,63
2018-02-11,53
2018-02-12,68
2018-02-13,87
2018-02-14,50
2018-02-15,53
2018-02-16,93
2018-02-17,151
2018-02-18,153
2018-02-19,95
2018-02-20,74
2018-02-21,112
2018-02-22,85
2018-02-23,65
2018-02-24,34
2018-02-25,25
2018-02-26,53
2018-02-27,72
2018-02-28,76
2018-03-01,85
2018-03-02,99
2018-03-03,85
2018-03-04,119
2018-03-05,85
2018-03-06,80
2018-03-07,38
2018-03-08,72
2018-03-09,53
2018-03-10,63
2018-03-11,72
2018-03-12,34
2018-03-13,50
2018-03-14,42
2018-03-15,42
2018-03-16,38
2018-03-17,38
2018-03-18,34
2018-03-19,38
2018-03-20,34
2018-03-21,72
2018-03-22,42
2018-03-23,80
2018-03-24,34
2018-03-25,78
2018-03-26,91
2018-03-27,64
2018-03-28,57
2018-03-29,82
2018-03-30,93
2018-03-31,99
2018-04-01,38
2017-10-02,107
2017-10-03,97
2017-10-04,109
2017-10-05,117
2017-10-06,129
2017-10-07,65
2017-10-08,46
2017-10-09,46
2017-10-10,55
2017-10-11,63
2017-10-12,91
2017-10-13,102
2017-10-14,91
2017-10-15,89
2017-10-16,68
2017-10-17,72
2017-10-18,80
2017-10-19,132
2017-10-20,158
2017-10-21,156
2017-10-22,137
2017-10-23,74
2017-10-24,55
2017-10-25,97
2017-10-26,147
2017-10-27,156
2017-10-28,149
2017-10-29,89
2017-10-30,137
2017-10-31,95
2017-11-01,109
2017-11-02,112
2017-11-03,114
2017-11-04,102
2017-11-05,139
2017-11-06,76
2017-11-07,21
2017-11-08,25
2017-11-09,42
2017-11-10,38
2017-11-11,30
2017-11-12,55
2017-11-13,76
2017-11-14,38
2017-11-15,50
2017-11-16,57
2017-11-17,63
2017-11-18,63
2017-11-19,63
2017-11-20,55
2017-11-21,80
2017-11-22,114
2017-11-23,117
2017-11-24,93
2017-11-25,97
2017-11-26,109
2017-11-27,53
2017-11-28,34
2017-11-29,57
2017-11-30,59
2017-12-01,38
2017-12-02,82
2017-12-03,17
2017-12-04,34
2017-12-05,38
2017-12-06,34
2017-12-07,38
2017-12-08,50
2017-12-09,61
2017-12-10,38
2017-12-11,50
2017-12-12,61
2017-12-13,63
2017-12-14,53
2017-12-15,50
2017-12-16,72
2017-12-17,59
2017-12-18,30
2017-12-19,42
2017-12-20,63
2017-12-21,70
2017-12-22,87
2017-12-23,82
2017-12-24,38
2017-12-25,53
2017-12-26,59
2017-12-27,76
2017-12-28,82
2017-12-29,30
2017-12-30,46
2018-01-01,85
2017-07-02,30
2017-07-05,55
2017-07-06,57
2017-07-07,61
2017-07-08,65
2017-07-09,57
2017-07-10,63
2017-07-11,57
2017-07-12,55
2017-07-13,55
2017-07-14,38
2017-07-15,53
2017-07-16,53
2017-07-17,38
2017-07-18,50
2017-07-19,55
2017-07-22,57
2017-07-23,55
2017-07-24,53
2017-07-25,46
2017-07-26,25
2017-07-27,34
2017-07-28,42
2017-07-29,50
2017-07-30,53
2017-07-31,42
2017-08-01,50
2017-08-02,61
2017-08-03,65
2017-08-04,68
2017-08-05,65
2017-08-06,61
2017-08-07,38
2017-08-08,42
2017-08-09,42
2017-08-10,53
2017-08-11,53
2017-08-12,21
2017-08-13,17
2017-08-14,17
2017-08-15,34
2017-08-16,50
2017-08-17,42
2017-08-18,46
2017-08-19,55
2017-08-20,55
2017-08-21,34
2017-08-22,38
2017-08-23,53
2017-08-24,55
2017-08-25,50
2017-08-26,55
2017-08-27,57
2017-08-28,55
2017-08-29,70
2017-08-30,61
2017-08-31,65
2017-09-01,59
2017-09-02,34
2017-09-03,9
2017-09-04,29
2017-09-05,30
2017-09-10,61
2017-09-11,21
2017-09-12,34
2017-09-13,34
2017-09-14,55
2017-09-15,61
2017-09-16,30
2017-09-17,38
2017-09-18,30
2017-09-19,46
2017-09-20,21
2017-09-21,30
2017-09-22,38
2017-09-23,70
2017-09-24,70
2017-09-25,61
2017-09-26,72
2017-09-27,65
2017-09-28,68
2017-09-29,70
2017-09-30,102
2017-10-01,107
2017-04-02,46
2017-04-03,22
2017-04-04,51
2017-04-05,53
2017-04-06,30
2017-04-07,33
2017-04-08,49
2017-04-09,80
2017-04-10,61
2017-04-11,53
2017-04-12,46
2017-04-13,78
2017-04-14,57
2017-04-15,53
2017-04-16,53
2017-04-17,30
2017-04-18,33
2017-04-19,54
2017-04-20,26
2017-04-21,21
2017-04-22,48
2017-04-23,52
2017-04-24,54
2017-04-25,55
2017-04-26,58
2017-04-27,42
2017-04-28,58
2017-04-29,22
2017-04-30,33
2017-05-01,49
2017-05-02,26
2017-05-03,21
2017-05-04,33
2017-05-05,37
2017-05-06,38
2017-05-07,25
2017-05-08,25
2017-05-10,30
2017-05-11,53
2017-05-12,34
2017-05-13,34
2017-05-14,30
2017-05-15,30
2017-05-16,37
2017-05-17,41
2017-05-18,54
2017-05-19,60
2017-05-20,46
2017-05-21,25
2017-05-22,17
2017-05-23,37
2017-05-24,52
2017-05-25,50
2017-05-26,62
2017-05-27,73
2017-05-28,68
2017-05-29,59
2017-05-30,62
2017-05-31,61
2017-06-01,62
2017-06-02,55
2017-06-03,50
2017-06-04,52
2017-06-05,50
2017-06-06,42
2017-06-07,42
2017-06-08,34
2017-06-09,56
2017-06-10,67
2017-06-11,57
2017-06-12,75
2017-06-13,84
2017-06-14,85
2017-06-15,85
2017-06-16,72
2017-06-17,63
2017-06-18,50
2017-06-19,52
2017-06-20,56
2017-06-21,58
2017-06-22,57
2017-06-23,58
2017-06-24,60
2017-06-25,59
2017-06-26,57
2017-06-27,55
2017-06-28,56
2017-06-29,50
2017-06-30,30
2017-07-01,30
2017-01-10,137
2017-01-11,155
2017-01-12,119
2017-01-13,132
2017-01-14,59
2017-01-15,50
2017-01-16,30
2017-01-17,42
2017-01-18,46
2017-01-19,82
2017-01-20,99
2017-01-22,74
2017-01-23,38
2017-01-24,55
2017-01-28,164
2017-01-29,132
2017-01-30,74
2017-01-31,65
2017-02-01,82
2017-02-02,91
2017-02-03,139
2017-02-04,68
2017-02-05,61
2017-02-06,59
2017-02-07,13
2017-02-08,38
2017-02-09,42
2017-02-10,65
2017-02-11,74
2017-02-12,85
2017-02-13,72
2017-02-14,59
2017-02-15,53
2017-02-16,46
2017-02-17,46
2017-02-18,57
2017-02-19,59
2017-02-20,80
2017-02-21,87
2017-02-22,63
2017-02-23,97
2017-02-24,142
2017-02-25,149
2017-02-26,57
2017-02-27,38
2017-02-28,78
2017-03-01,107
2017-03-02,38
2017-03-03,65
2017-03-04,80
2017-03-05,25
2017-03-06,30
2017-03-07,21
2017-03-08,25
2017-03-09,30
2017-03-10,65
2017-03-11,46
2017-03-12,59
2017-03-13,76
2017-03-14,82
2017-03-15,57
2017-03-16,78
2017-03-17,129
2017-03-18,104
2017-03-19,70
2017-03-20,34
2017-03-21,72
2017-03-22,68
2017-03-23,82
2017-03-24,59
2017-03-25,17
2017-03-26,34
2017-03-27,21
2017-03-28,41
2017-03-29,34
2017-03-30,30
2017-03-31,52
2017-04-01,62
2016-10-02,74
2016-10-03,57
2016-10-04,42
2016-10-05,50
2016-10-08,70
2016-10-09,97
2016-10-10,102
2016-10-11,50
2016-10-12,53
2016-10-13,38
2016-10-15,17
2016-10-16,30
2016-10-17,38
2016-10-18,55
2016-10-19,42
2016-10-20,82
2016-10-21,97
2016-10-22,97
2016-10-23,89
2016-10-24,87
2016-10-25,68
2016-10-26,57
2016-10-27,65
2016-10-28,50
2016-10-29,72
2016-10-30,80
2016-10-31,74
2016-11-01,112
2016-11-02,107
2016-11-03,97
2016-11-04,93
2016-11-05,151
2016-11-06,74
2016-11-07,53
2016-11-08,42
2016-11-09,53
2016-11-10,70
2016-11-11,78
2016-11-12,107
2016-11-13,50
2016-11-14,68
2016-11-15,95
2016-11-16,122
2016-11-17,154
2016-11-18,159
2016-11-19,155
2016-11-20,127
2016-11-21,124
2016-11-22,42
2016-11-23,34
2016-11-24,25
2016-11-25,21
2016-11-26,21
2016-11-27,30
2016-11-28,38
2016-11-29,65
2016-11-30,42
2016-12-01,42
2016-12-02,34
2016-12-03,65
2016-12-04,132
2016-12-05,151
2016-12-06,97
2016-12-07,57
2016-12-08,59
2016-12-09,57
2016-12-10,151
2016-12-11,99
2016-12-12,85
2016-12-13,70
2016-12-14,70
2016-12-15,89
2016-12-16,87
2016-12-17,119
2016-12-26,21
2016-12-27,25
2016-12-29,21
2016-12-31,127
2017-01-02,70
2016-07-02,50
2016-07-03,50
2016-07-04,38
2016-07-05,63
2016-07-06,55
2016-07-07,46
2016-07-08,54
2016-07-09,73
2016-07-10,53
2016-07-11,58
2016-07-12,71
2016-07-13,61
2016-07-14,46
2016-07-15,25
2016-07-16,13
2016-07-17,16
2016-07-18,33
2016-07-19,45
2016-07-20,58
2016-07-21,67
2016-07-22,75
2016-07-23,59
2016-07-24,38
2016-07-25,30
2016-07-26,30
2016-07-29,38
2016-07-30,56
2016-07-31,57
2016-08-01,55
2016-08-02,31
2016-08-03,30
2016-08-04,55
2016-08-05,55
2016-08-07,13
2016-08-08,24
2016-08-09,37
2016-08-10,52
2016-08-11,34
2016-08-12,30
2016-08-13,33
2016-08-14,54
2016-08-15,55
2016-08-16,50
2016-08-17,53
2016-08-18,34
2016-08-19,50
2016-08-20,55
2016-08-21,61
2016-08-22,38
2016-08-23,38
2016-08-24,30
2016-08-25,42
2016-08-26,53
2016-08-27,61
2016-08-28,59
2016-08-29,53
2016-08-30,59
2016-08-31,34
2016-09-01,42
2016-09-02,46
2016-09-03,57
2016-09-04,65
2016-09-05,63
2016-09-06,50
2016-09-07,42
2016-09-08,38
2016-09-09,57
2016-09-10,63
2016-09-11,63
2016-09-12,63
2016-09-13,59
2016-09-14,63
2016-09-15,68
2016-09-16,50
2016-09-17,34
2016-09-18,21
2016-09-19,25
2016-09-20,25
2016-09-21,34
2016-09-22,34
2016-09-23,55
2016-09-24,78
2016-09-25,91
2016-09-26,50
2016-09-27,55
2016-09-28,76
2016-09-29,53
2016-09-30,74
2016-10-01,74
2016-04-02,47
2016-04-03,49
2016-04-04,56
2016-04-05,64
2016-04-06,57
2016-04-07,53
2016-04-08,75
2016-04-09,79
2016-04-10,54
2016-04-11,38
2016-04-12,41
2016-04-13,45
2016-04-14,49
2016-04-15,34
2016-04-16,49
2016-04-17,58
2016-04-18,53
2016-04-19,26
2016-04-20,21
2016-04-21,57
2016-04-22,73
2016-04-23,35
2016-04-24,41
2016-04-25,21
2016-04-26,21
2016-04-27,33
2016-04-28,34
2016-04-29,52
2016-04-30,75
2016-05-01,63
2016-05-02,18
2016-05-03,20
2016-05-04,29
2016-05-05,25
2016-05-06,37
2016-05-07,49
2016-05-08,67
2016-05-09,75
2016-05-10,35
2016-05-11,34
2016-05-12,37
2016-05-13,34
2016-05-14,45
2016-05-15,22
2016-05-16,21
2016-05-17,41
2016-05-18,42
2016-05-19,45
2016-05-20,46
2016-05-21,22
2016-05-22,33
2016-05-23,45
2016-05-24,38
2016-05-25,30
2016-05-26,37
2016-05-27,52
2016-05-28,58
2016-05-29,59
2016-05-30,50
2016-05-31,38
2016-06-01,38
2016-06-02,21
2016-06-03,33
2016-06-04,34
2016-06-05,34
2016-06-06,25
2016-06-07,37
2016-06-08,38
2016-06-09,45
2016-06-10,34
2016-06-11,45
2016-06-12,60
2016-06-13,42
2016-06-14,38
2016-06-15,49
2016-06-16,42
2016-06-17,42
2016-06-18,25
2016-06-19,25
2016-06-20,21
2016-06-21,24
2016-06-22,41
2016-06-23,49
2016-06-24,52
2016-06-25,56
2016-06-26,57
2016-06-27,53
2016-06-28,46
2016-06-29,52
2016-06-30,54
2016-07-01,50
2016-01-05,70
2016-01-06,74
2016-01-07,57
2016-01-08,57
2016-01-09,76
2016-01-10,87
2016-01-11,87
2016-01-14,25
2016-01-15,42
2016-01-16,25
2016-01-17,21
2016-01-18,25
2016-01-19,50
2016-01-20,63
2016-01-21,80
2016-01-22,95
2016-01-23,139
2016-01-24,147
2016-01-25,63
2016-01-26,68
2016-01-27,89
2016-01-28,102
2016-01-29,102
2016-01-30,119
2016-01-31,114
2016-02-01,132
2016-02-02,93
2016-02-03,109
2016-02-04,68
2016-02-05,30
2016-02-06,61
2016-02-07,124
2016-02-08,97
2016-02-09,55
2016-02-10,80
2016-02-11,21
2016-02-12,30
2016-02-13,55
2016-02-14,91
2016-02-15,104
2016-02-16,55
2016-02-17,34
2016-02-18,34
2016-02-19,46
2016-02-20,30
2016-02-21,38
2016-02-22,65
2016-02-23,72
2016-02-24,74
2016-02-25,65
2016-02-26,82
2016-02-27,89
2016-02-28,46
2016-02-29,21
2016-03-01,17
2016-03-02,25
2016-03-03,53
2016-03-04,21
2016-03-05,38
2016-03-06,53
2016-03-07,25
2016-03-08,38
2016-03-09,34
2016-03-10,38
2016-03-12,30
2016-03-13,30
2016-03-15,30
2016-03-17,21
2016-03-18,34
2016-03-19,17
2016-03-20,25
2016-03-21,46
2016-03-22,63
2016-03-23,76
2016-03-24,70
2016-03-25,59
2016-03-26,78
2016-03-27,72
2016-03-28,80
2016-03-29,70
2016-03-30,63
2016-03-31,64
